colour
#3C2A2A
#3B2C2C
#382A2A
#564141
#5C6868
#495E5E
#414343
#3F2E2E
#3C3030
#382F2F
#362C2C
#413B3B
#332C2C
#2D2727
#3A3030
#A29C9C
#DFF3F3
#93B0B0
#7A9696
#4D5959
#545F5F
#608989
#6F6262
#778181
#7E8888
#859D9D
#767A7A
#6C6464
#514D4D
#68A8A8
#558C8C
#797D7D
#5F8989
#5DC2C2
#6EA4A4
#768585
#525555
#474C4C
#727676
#3C1F1F
#471C1C
#2A1818
#442525
#763B3B
#6A3E3E
#885858
#856666
#7E8C8C
#6C9393
#5D6060
#7F8080
#6A6A6A
#7C8C8C
#5A6464
#667575
#848C8C
#867171
#7A7070
#6A6666
#8F9393
#8F8F8F
#8D5F5F
#805F5F
#787171
#779D9D
#76A5A5
#78ABAB
#6DA5A5
#79A2A2
#829D9D
#839F9F
#70A1A1
#6F9D9D
#73A3A3
#749C9C
#6FA2A2
#6AA1A1
#5C9D9D
#635757
#674F4F
#656767
#6B6464
#706F6F
#858383
#555757
#898B8B
#878989
#6C6F6F
#767D7D
#737575
#7C7D7D
#476E6E
#627474
#5F7878
#5A6868
#7D8E8E
#827F7F
#818484
#767D7D
#617373
#667C7C
#687B7B
#748B8B
#656767
#595B5B
#929595
#626D6D
#434444
#625454
#636060
#727171
#858A8A
#7F5C5C
#726B6B
#807C7C
#736F6F
#888282
#A1A9A9
#ADB7B7
#D7E0E0
#817E7E
#C5CFCF
#8A8F8F
#AFB8B8
#727070
#636060
#777F7F
#948989
#893131
#8A3A3A
#546060
#835151
#B77272
#A13B3B
#765A5A
#724E4E
#9B3838
#954444
#7B3030
#903131
#783838
#7B3030
#7D3030
#793131
#733B3B
#742B2B
#7E3333
#892222
#812626
#6D5B5B
#718D8D
#538C8C
#922424
#788484
#8B8C8C
#6D5959
#505050
#6D6F6F
#817C7C
#896F6F
#4A6A6A
#746C6C
#888686
#757474
#6D7575
#434141
#786E6E
#766E6E
#787070
#7C5F5F
#896666
#956767
#777777
#918585
#7D7676
#743636
#5B4646
#657B7B
#7A3A3A
#723737
#311818
#691D1D
#2D1B1B
#461919
#2B1414
#781B1B
#3C1818
#451F1F
#432020
#692020
#703A3A
#352020
#311818
#402727
#453131
#4B3636
#372C2C
#3F2020
#6F1010
#621515
#561515
#302323
#786A6A
#716363
#807A7A
#807575
#735F5F
#6B6C6C
#7CB8B8
#7F7E7E
#666868
#747979
#8F4949
#7A5959
#794F4F
#965555
#707D7D
#6B6060
#836969
#936565
#717A7A
#865C5C
#8E8D8D
#985555
#7C6666
#8B6666
#957070
#AE3E3E
#7B7979
#8A5A5A
#964F4F
#608686
#798484
#657D7D
#648080
#726060
#889090
#6A7C7C
#816868
#885959
#7D9B9B
#768888
#798D8D
#686565
#555C5C
#5E5555
#727171
#4F4F4F
#767F7F
#5B5E5E
#525555
#7B8D8D
#7F8B8B
#7A8989
#9DA3A3
#7B7B7B
#7B5C5C
#9F6262
#97ACAC
#7F6B6B
#847070
#776F6F
#776767
#8C7070
#956060
#747777
#706B6B
#737878
#6E7171
#635F5F
#868181
#6A6C6C
#929494
#999C9C
#8E8282
#8E8B8B
#636262
#797979
#787979
#787D7D
#898585
#8C6868
#736D6D
#787171
#646262
#6E6F6F
#717272
#777D7D
#757D7D
#808484
#757979
#848383
#817B7B
#868282
#425E5E
#533939
#777E7E
#848C8C
#777A7A
#677575
#797474
#5C9393
#716C6C
#706C6C
#8D8787
#8D9292
#5E4B4B
#7A6B6B
#905858
#6C6666
#777676
#737171
#566B6B
#858686
#8D7D7D
#5F5B5B
#767373
#8D8282
#5F5454
#595353
#766868
#716F6F
#7F6464
#646262
#7B7474
#796E6E
#8B7E7E
#827878
#7A7070
#8B8989
#877C7C
#90BBBB
#9EBBBB
#8C8282
#937F7F
#6E6464
#837A7A
#7A6E6E
#6F6565
#6E6565
#897F7F
#887F7F
#897F7F
#7A7878
#716565
#739E9E
#8EA8A8
#7B9A9A
#6F6767
#956666
#8D9999
#7D9D9D
#8C9F9F
#798686
#89ACAC
#8FA4A4
#899D9D
#949696
#8C8C8C
#434545
#3C3838
#3B3232
#781818
#473A3A
#4A4242
#4C4343
#916A6A
#8A5C5C
#856565
#836969
#5F4A4A
#565C5C
#5C6161
#837F7F
#7F7F7F
#5B3F3F
#6A7272
#859F9F
#91B3B3
#8DADAD
#A69E9E
#526969
#4F6969
#4D6161
#5C3C3C
#831C1C
#821F1F
#913131
#544343
#644444
#504242
#846767
#613535
#458080
#8B5151
#3E5454
#4E5E5E
#595A5A
#812E2E
#612B2B
#6B2424
#6E1E1E
#6D2121
#5B1E1E
#431616
#421818
#472424
#4B2A2A
#524747
#5B2E2E
#483F3F
#709494
#6D8989
#7F6868
#748080
#758383
#569999
#3DDCDC
#38E2E2
#797E7E
#778888
#8B5555
#935D5D
#6B8F8F
#5F8F8F
#9A5F5F
#8BA2A2
#818A8A
#808888
#7F8989
#7C6B6B
#827171
#748888
#809393
#787777
#676363
#7F7474
#90A3A3
#8C9797
#95A1A1
#818B8B
#616262
#875A5A
#935E5E
#A75454
#7A8989
#977C7C
#64A2A2
#62A2A2
#649090
#515151
#726767
#7C7B7B
#7B5454
#7F7272
#776868
#8A4949
#777070
#5E7676
#544F4F
#818282
#7E6C6C
#796767
#816B6B
#649999
#6A5555
#624747
#741D1D
#931F1F
#412323
#A2A7A7
#737C7C
#737C7C
#7A8282
#668787
#6A6F6F
#707272
#636565
#93A1A1
#5B5F5F
#6F3333
#785A5A
#879898
#728080
#8F8484
#7E7575
#707474
#8E8787
#535B5B
#4B4343
#5C7979
#657D7D
#666767
#484343
#555B5B
#567272
#5EB0B0
#759E9E
#789999
#6E9C9C
#909090
#54ABAB
#609999
#707575
#8BB0B0
#8E9E9E
#836868
#906B6B
#876767
#7A6767
#927171
#846262
#7C6262
#8C6161
#887676
#A35555
#8E8686
#8A7F7F
#CB5555
#795656
#716969
#716969
#888888
#888888
#3B3838
#3B3838
#5A5A5A
#5A5A5A
#765B5B
#765B5B
#5B4646
#5B4646
#6D6969
#6D6969
#5A5555
#5A5555
#5C5656
#5C5656
#444545
#444545
#716464
#716464
#810808
#810808
#6B7C7C
#6B7C7C
#788E8E
#788E8E
#716060
#716060
#787E7E
#787E7E
#6F4747
#6F4747
#878C8C
#878C8C
#7E7E7E
#7E7E7E
#726B6B
#726B6B
#808B8B
#808B8B
#6D9797
#6D9797
#6FA9A9
#6FA9A9
#7BA3A3
#7BA3A3
#6A6C6C
#6A6C6C
#7BA5A5
#7BA5A5
#628383
#628383
#609191
#609191
#8A7A7A
#8A7A7A
#445151
#445151
#848C8C
#848C8C
#7DA5A5
#7DA5A5
#869D9D
#869D9D
#899A9A
#899A9A
#79B2B2
#79B2B2
#7B7C7C
#7B7C7C
#66C2C2
#66C2C2
#63BCBC
#63BCBC
#92B3B3
#92B3B3
#7EB5B5
#7EB5B5
#52B7B7
#73BFBF
#67C3C3
#5AB7B7
#71C6C6
#80BDBD
#83BDBD
#84C1C1
#66B6B6
#75B5B5
#9B6363
#77A4A4
#78B0B0
#92AAAA
#8CA0A0
#88A2A2
#889696
#899999
#829494
#869C9C
#83A1A1
#86A3A3
#849494
#8D9191
#889797
#8A9191
#8F9595
#96A0A0
#909696
#8C9191
#958888
#939F9F
#919D9D
#A2ADAD
#94A8A8
#9CA3A3
#979D9D
#97A4A4
#819494
#7D8585
#838989
#758181
#637474
#562424
#7F7373
#7F7272
#796B6B
#776161
#6A5252
#716E6E
#897E7E
#908282
#9A5F5F
#895B5B
#936767
#7B6565
#917777
#7E7373
#7E9F9F
#C4BCBC
#6D7676
#556161
#688383
#557A7A
#7B6767
#8D5757
#604B4B
#5A5A5A
#7D7E7E
#858282
#787070
#6D6F6F
#887979
#604545
#769797
#7A8F8F
#639090
#678888
#718888
#619D9D
#6A9595
#679F9F
#454747
#757A7A
#6F7272
#696F6F
#787373
#787070
#706C6C
#736464
#847070
#410909
#7F5D5D
#9F4545
#261A1A
#2E2121
#478383
#201111
#632B2B
#453B3B
#433737
#373030
#453C3C
#554040
#554D4D
#502626
#4D2A2A
#543535
#5E3434
#653636
#3D3737
#3B2828
#412626
#3C2929
#847575
#3E1616
#401717
#3F1F1F
#5D1A1A
#5F4E4E
#6F7979
#641A1A
#661F1F
#652626
#685F5F
#6E6464
#796E6E
#4D4848
#8D7676
#776E6E
#887979
#937F7F
#868282
#737A7A
#655959
#737E7E
#9B9999
#947575
#816767
#876C6C
#7F5E5E
#796E6E
#938383
#6E6868
#737171
#515050
#7F7E7E
#807676
#939090
#756F6F
#575454
#8A8D8D
#828585
#888F8F
#8A9090
#A1A7A7
#8F9494
#929797
#B6BDBD
#747676
#7A7D7D
#919494
#797777
#868787
#848B8B
#777B7B
#807F7F
#7F8383
#838282
#818484
#847A7A
#838282
#868181
#646565
#7E8282
#757070
#828080
#848383
#9DA6A6
#7D7C7C
#7F7C7C
#808585
#864B4B
#8D4848
#7C3E3E
#702F2F
#796F6F
#746767
#825656
#9B4848
#944747
#7A5F5F
#782828
#933E3E
#8A3737
#A13434
#9E4141
#7F5959
#906666
#886262
#967878
#A38E8E
#8F7B7B
#755151
#9E8282
#7F7979
#898585
#757373
#6B6262
#8D7474
#534545
#4A4040
#4D3F3F
#504848
#604B4B
#456C6C
#506767
#4A6D6D
#466363
#413A3A
#756F6F
#857B7B
#7E7F7F
#848383
#5E6868
#575959
#777575
#535454
#676060
#766464
#7C6565
#988A8A
#7A5353
#695555
#5C5A5A
#8F7070
#665252
#886C6C
#5F5E5E
#4C4242
#625F5F
#D3D4D4
#BBAFAF
#6A6868
#585656
#5D6262
#757B7B
#767777
#888282
#774747
#8E8E8E
#848383
#B1ABAB
#969494
#5A5656
#817F7F
#B8BCBC
#AFAFAF
#ABA8A8
#845C5C
#686666
#906E6E
#AFB4B4
#8C8181
#9F9090
#898E8E
#705F5F
#574E4E
#7E7070
#868181
#797A7A
#8F8686
#7E7373
#5C4E4E
#857070
#955E5E
#AA7070
#9F7777
#7E7070
#817878
#A9ABAB
#7C6161
#6D7070
#7A8C8C
#898888
#83A3A3
#727676
#968080
#737171
#889292
#788282
#7C8888
#818888
#605353
#505555
#6C6D6D
#9D5454
#9A3E3E
#754F4F
#8B3434
#755151
#46AAAA
#736C6C
#7D5F5F
#726868
#8E4040
#8E5757
#775151
#885454
#693E3E
#7B4343
#855A5A
#835D5D
#625F5F
#7C7171
#5E5252
#312A2A
#6E6C6C
#564646
#6B4949
#C46969
#827E7E
#7B7070
#766A6A
#655C5C
#766767
#6F7070
#576464
#688383
#697474
#586A6A
#626969
#878585
#8E8D8D
#828A8A
#899393
#898B8B
#919F9F
#929E9E
#8AAAAA
#8E9999
#B8D0D0
#886969
#7E6D6D
#9AADAD
#494545
#7F8484
#706E6E
#462929
#887878
#6F6F6F
#754B4B
#6CCFCF
#7CCCCC
#ADFAFA
#7DCDCD
#A9F6F6
#73B9B9
#7AB9B9
#717F7F
#728A8A
#495656
#816E6E
#826F6F
#696262
#7A7070
#896969
#847B7B
#368080
#545C5C
#7F8686
#8B8E8E
#6D6F6F
#6F7070
#545353
#5C5C5C
#777676
#706F6F
#9DA5A5
#4A4A4A
#7BBEBE
#696666
#6C8181
#56ABAB
#808F8F
#9BB5B5
#889D9D
#90A6A6
#9AA7A7
#7D8F8F
#859696
#7B7A7A
#8D6F6F
#804F4F
#9A5C5C
#8C7E7E
#575050
#815E5E
#898383
#845C5C
#7E4C4C
#7A5B5B
#A59595
#AF9B9B
#8B7070
#809393
#807676
#911B1B
#794D4D
#923C3C
#885353
#854848
#674545
#6D4646
#7A7878
#6A7878
#791B1B
#591111
#6D0E0E
#5E0C0C
#6B1B1B
#721717
#711F1F
#822727
#6C1E1E
#701D1D
#4D1A1A
#741E1E
#7BA8A8
#697C7C
#616F6F
#7E7E7E
#5C6161
#7B9191
#535454
#606161
#557A7A
#6A6565
#557A7A
#767474
#5A6969
#677373
#678D8D
#628585
#697B7B
#798686
#729393
#6A7C7C
#536A6A
#5DB8B8
#4F5C5C
#6C3131
#6A2C2C
#8A2828
#812929
#752424
#6A2323
#681F1F
#3E8181
#3B8E8E
#841D1D
#6B4D4D
#7B3A3A
#621F1F
#3E3434
#3E3535
#584C4C
#423838
#463C3C
#716C6C
#897777
#877878
#8B7575
#7E7B7B
#856565
#897474
#8B5858
#747373
#8F2D2D
#771717
#895E5E
#6C7E7E
#716868
#647171
#717B7B
#6C6E6E
#591B1B
#5A3232
#562B2B
#786A6A
#878383
#7A1C1C
#7F5959
#5A8B8B
#4C7F7F
#5E8C8C
#5F8D8D
#658989
#72A2A2
#646E6E
#727171
#5C4E4E
#605A5A
#6A6363
#5C6666
#5F6262
#5C6868
#667070
#686262
#865757
#5C5D5D
#855454
#777575
#808585
#567373
#606565
#6D6A6A
#7A4D4D
#717575
#6F5555
#966262
#885E5E
#688080
#676969
#B04848
#567474
#6D7474
#6BAFAF
#5E9797
#5E9696
#568989
#6FAAAA
#5C9595
#625959
#635252
#858888
#898888
#605D5D
#575656
#4C5050
#565A5A
#3C3434
#6B6262
#686969
#706363
#6F6161
#736363
#736363
#776B6B
#776A6A
#736565
#716A6A
#6E6666
#726464
#799494
#979B9B
#8A8D8D
#719292
#698080
#7FA1A1
#537F7F
#705B5B
#6D5454
#806C6C
#818484
#8E6C6C
#796A6A
#8B5656
#8E4545
#8E5151
#8E5050
#626A6A
#9E4C4C
#974747
#917B7B
#9E3535
#A15858
#777878
#688E8E
#698E8E
#615353
#786B6B
#907D7D
#626060
#8A7373
#847474
#8A3D3D
#5B2222
#963C3C
#8E6C6C
#845F5F
#972A2A
#5F7777
#668F8F
#604949
#658585
#3F4141
#7A4949
#658282
#5F8989
#608686
#72A1A1
#6C9B9B
#7A8484
#5E9494
#675C5C
#7A9393
#6A4242
#738080
#53AAAA
#68A1A1
#51A5A5
#676767
#4E4F4F
#767676
#7A6363
#7F6161
#965F5F
#5D4F4F
#453434
#637878
#6AA0A0
#69A0A0
#705D5D
#846B6B
#717E7E
#604F4F
#738181
#697F7F
#6F9494
#778383
#8E7E7E
#897272
#877D7D
#8F6D6D
#636666
#847D7D
#686565
#627171
#847F7F
#619494
#567676
#607474
#548989
#588F8F
#5C7474
#579797
#607676
#609898
#5F9292
#5D9494
#618E8E
#5E8080
#5B7878
#5B9494
#576565
#5E7171
#6E7C7C
#5D7676
#5F8E8E
#638282
#5E7979
#5B7676
#5C7A7A
#5A8F8F
#5B9090
#608282
#6D6D6D
#5CB0B0
#588B8B
#646C6C
#598E8E
#589797
#547272
#567272
#557272
#567272
#577373
#647777
#598C8C
#6D7373
#618787
#657575
#708787
#627E7E
#537A7A
#4C4747
#688282
#4C7373
#6C9090
#606868
#AC8787
#675E5E
#5D5151
#615050
#595252
#5E5252
#5B6060
#ABD9D9
#69ABAB
#5DACAC
#61A9A9
#A8C6C6
#74B6B6
#8EC0C0
#79B8B8
#CFD0D0
#92AAAA
#74A1A1
#7DA8A8
#649595
#7A9494
#8D6565
#662828
#642727
#5D2A2A
#6E8989
#8F5555
#A38888
#7A1616
#731D1D
#771919
#688D8D
#7EA8A8
#80A2A2
#778585
#926A6A
#7B7070
#817777
#8D8080
#898484
#5A5858
#424242
#7A8484
#6E7272
#948A8A
#987878
#8D6E6E
#808080
#887A7A
#827171
#986B6B
#9E7272
#A26E6E
#9C7171
#827070
#956161
#9A6F6F
#616B6B
#699595
#776868
#6D6060
#806565
#677F7F
#697C7C
#7C8D8D
#589090
#7E7272
#857474
#6C6A6A
#C53A3A
#524E4E
#5B5858
#847E7E
#6C6868
#927B7B
#586A6A
#645F5F
#6E7171
#8B8383
#8B7E7E
#818282
#736C6C
#777D7D
#738383
#648787
#767D7D
#8F7D7D
#8D7575
#8A6F6F
#8D6767
#7D7F7F
#8C8B8B
#918E8E
#699393
#888585
#8F8383
#957070
#6F9797
#6B6A6A
#607777
#957C7C
#7B8787
#5C5555
#8D8D8D
#6C6B6B
#677676
#7D6161
#6B5E5E
#5C1717
#682222
#731818
#5C1919
#5C1A1A
#701010
#7C1212
#681717
#391010
#641515
#692121
#686868
#6C6868
#605D5D
#6C6868
#6A7474
#6A7474
#7F5D5D
#8E5F5F
#7A5C5C
#6B6868
#787171
#856666
#877878
#6A7A7A
#665E5E
#6B6A6A
#826E6E
#7E7070
#8A5454
#788484
#8C8080
#797E7E
#878D8D
#706D6D
#696969
#824949
#864141
#7E7373
#897373
#767171
#867B7B
#A0CACA
#898D8D
#838D8D
#BBD8D8
#8D6767
#8B6F6F
#886969
#928282
#907B7B
#958080
#866969
#875B5B
#907878
#956565
#8B9292
#A37373
#8D8888
#8B7A7A
#858080
#807171
#7F8080
#7B7979
#898D8D
#848787
#818585
#727373
#828181
#848585
#818383
#8D8E8E
#858A8A
#8C8F8F
#929797
#919595
#8E9595
#7E8181
#818A8A
#7B7D7D
#828585
#7B8080
#716C6C
#7E7070
#A0A2A2
#838080
#848484
#A0A4A4
#777979
#5D8686
#647D7D
#648C8C
#6A8F8F
#678B8B
#737070
#70A6A6
#688D8D
#6E9A9A
#809696
#729898
#868A8A
#7F8484
#5A5858
#779090
#788D8D
#749494
#847A7A
#787575
#684B4B
#443535
#433939
#998080
#5B4C4C
#594A4A
#534545
#4E4040
#443232
#5D5151
#4D4343
#534444
#645050
#858282
#7B7777
#772525
#7E2929
#5E3232
#683737
#A4A6A6
#8E9191
#666363
#646161
#6D7676
#816868
#656363
#855252
#736E6E
#808585
#595555
#635F5F
#575454
#7F7777
#4B4C4C
#4C4B4B
#645E5E
#807878
#665E5E
#545555
#3E3E3E
#AD3636
#808383
#848282
#706D6D
#858686
#6B6969
#7F8989
#8F8F8F
#7E7777
#8E7C7C
#696464
#7A7F7F
#666161
#687272
#6B6F6F
#766767
#782424
#7B2121
#7D7676
#817575
#816E6E
#6C7171
#947575
#6B5B5B
#733535
#B64141
#925C5C
#916B6B
#A25454
#A55757
#973535
#935F5F
#923B3B
#B13535
#A44141
#8E5656
#995757
#A34040
#824747
#AF4848
#747979
#747070
#837373
#7F7474
#6F5F5F
#686D6D
#5D6565
#5D6464
#7B9191
#897F7F
#7D5B5B
#6F4B4B
#776363
#5D5151
#534545
#6D5353
#5B4C4C
#757575
#674747
#672B2B
#634E4E
#684D4D
#6E3F3F
#5D3939
#6B2424
#4B3D3D
#615353
#672929
#532424
#5C2525
#863737
#A74B4B
#CF3131
#855C5C
#915454
#8C6B6B
#684444
#827777
#676666
#606565
#818A8A
#636F6F
#7E9A9A
#5B7979
#5D8080
#8F6262
#958080
#7A5A5A
#5E6868
#675252
#402222
#562424
#572C2C
#460F0F
#868787
#868282
#847C7C
#5F5D5D
#6F2828
#737171
#859494
#925A5A
#8E8686
#9E8B8B
#4B2C2C
#986161
#3C5B5B
#7A5A5A
#706666
#728787
#7F7575
#634646
#741A1A
#6D2121
#562D2D
#808585
#AE6464
#A26262
#9A6868
#955656
#9B6B6B
#9E7474
#976666
#936666
#976565
#8F7575
#6B4B4B
#9C4F4F
#A46363
#AD6262
#705353
#634848
#684949
#8D6464
#966D6D
#936767
#805C5C
#8E5D5D
#7B5757
#885B5B
#845757
#848383
#778585
#628888
#A86A6A
#AD7373
#908484
#936B6B
#A56565
#6D5B5B
#918686
#A97373
#679090
#7A5C5C
#636C6C
#545959
#993A3A
#9A5454
#4A4B4B
#4D4E4E
#9B5E5E
#9D6464
#A14B4B
#9D3A3A
#7B5050
#745A5A
#5A1E1E
#916C6C
#677373
#966A6A
#907070
#947272
#936B6B
#8E7777
#847676
#897C7C
#5A8E8E
#6C9393
#836A6A
#8A8C8C
#873E3E
#698888
#7D8383
#8B7D7D
#698989
#798686
#956767
#737878
#8A8B8B
#573636
#4C3838
#888484
#898585
#9E6262
#663232
#733E3E
#5F4949
#605656
#8F3838
#672828
#712C2C
#6A4A4A
#6D6D6D
#746969
#7D5F5F
#866A6A
#655858
#746666
#6B6767
#6E6D6D
#877F7F
#6B6E6E
#5F5C5C
#7E7979
#868686
#5D9B9B
#5C7B7B
#787373
#836F6F
#708787
#7B7575
#6C6161
#645353
#827373
#828181
#6F6464
#6B6262
#6D5B5B
#7D7676
#768181
#737979
#888787
#8F8E8E
#605555
#756969
#857676
#786868
#7C7272
#826A6A
#9A4C4C
#822424
#837B7B
#836E6E
#75A1A1
#BCBFBF
#6F6E6E
#6C6B6B
#686868
#696868
#777676
#958B8B
#727070
#6D6B6B
#6B6969
#6D6F6F
#707171
#6D7070
#707676
#6C6D6D
#686262
#CDD3D3
#827373
#9E7A7A
#9C7878
#7A7C7C
#757B7B
#747373
#878181
#706565
#787373
#736767
#565656
#766363
#6B5656
#A05C5C
#8F5B5B
#734242
#724747
#694646
#7F8080
#5F6E6E
#607A7A
#8F8989
#847E7E
#8E7E7E
#726C6C
#968A8A
#888989
#7E6D6D
#714747
#837171
#8F8484
#766C6C
#6B6161
#615B5B
#6A5B5B
#695252
#645050
#654F4F
#695050
